0	-17.199701	0.077798	550.000000
1	-20.872681	0.072522	600.000000
2	-21.551266	0.066727	650.000000
3	-20.607386	0.076925	300.000000
4	-22.006197	0.064789	500.000000
5	-23.500198	0.052397	550.000000
6	-23.923847	0.053522	600.000000
7	-24.814095	0.049062	400.000000
8	-23.442270	0.056535	500.000000
9	-26.790211	0.036691	500.000000
10	-24.660185	0.049939	250.000000
11	-24.493120	0.050680	400.000000
12	-25.846977	0.038256	650.000000
13	-23.248707	0.052017	650.000000
14	-24.537785	0.048772	350.000000
15	-24.806087	0.048331	700.000000
16	-23.604393	0.055067	550.000000
17	-24.133526	0.052968	250.000000
18	-23.622574	0.046387	700.000000
19	-26.796192	0.038927	400.000000
20	-24.239513	0.047824	700.000000
21	-24.716892	0.046169	650.000000
22	-24.412264	0.046344	800.000000
23	-24.772352	0.045561	800.000000
24	-26.485321	0.036859	600.000000
25	-28.253311	0.029572	1100.000000
26	-29.639809	0.025981	950.000000
27	-25.742615	0.043959	400.000000
28	-30.464649	0.023399	850.000000
29	-26.767200	0.039303	700.000000
30	-26.384359	0.037290	450.000000
31	-27.191175	0.033298	800.000000
32	-29.143246	0.026665	650.000000
33	-27.647478	0.032782	600.000000
34	-27.596184	0.034094	600.000000
35	-28.122734	0.032330	550.000000
36	-27.672186	0.035164	450.000000
37	-28.542219	0.029023	900.000000
38	-27.970060	0.030007	1100.000000
39	-24.777218	0.049043	700.000000
40	-25.011463	0.043941	800.000000
41	-24.539059	0.045621	550.000000
42	-22.321323	0.060835	650.000000
43	-21.789640	0.065726	650.000000
44	-26.181877	0.036902	750.000000
45	-26.144945	0.040594	550.000000
46	-24.007120	0.051817	600.000000
47	-24.863289	0.044644	600.000000
48	-26.291826	0.040031	500.000000
49	-22.847891	0.057652	550.000000
50	-23.021210	0.060575	400.000000
51	-27.826427	0.031653	600.000000
52	-26.718145	0.039367	350.000000
53	-24.256985	0.050391	450.000000
54	-23.236187	0.057931	350.000000
55	-24.811806	0.048082	550.000000
56	-26.569864	0.036952	400.000000
57	-28.668095	0.030419	450.000000
58	-33.295601	0.017936	550.000000
59	-29.264685	0.029814	400.000000
60	-26.727564	0.038709	400.000000
61	-29.099087	0.026501	450.000000
62	-27.961000	0.033749	350.000000
63	-27.778635	0.033512	500.000000
64	-27.859844	0.030460	500.000000
65	-27.706924	0.032046	400.000000
66	-25.182524	0.036189	600.000000
67	-9.777875	0.254366	1150.000000
68	-10.574437	0.225527	1250.000000
69	-11.549559	0.194265	1100.000000
70	-11.968392	0.184247	1200.000000
71	-11.475320	0.194363	600.000000
72	-11.766960	0.179694	750.000000
73	-11.711649	0.184131	800.000000
74	-11.844344	0.183264	900.000000
75	-13.722849	0.145540	300.000000
76	-14.177403	0.156020	400.000000
77	-14.328043	0.157422	200.000000
78	-14.637001	0.153167	200.000000
79	-14.410404	0.154106	350.000000
80	-14.017555	0.163494	200.000000
81	-15.201284	0.140594	250.000000
82	-13.715028	0.126930	900.000000
83	-13.357050	0.156092	700.000000
84	-11.942519	0.183351	800.000000
85	-12.200614	0.181268	1200.000000
86	-12.354506	0.177919	1000.000000
87	-12.723530	0.168773	800.000000
88	-17.119556	0.111714	500.000000
89	-15.977876	0.125480	250.000000
90	-14.573483	0.158788	250.000000
91	-15.158373	0.148475	300.000000
92	-14.752108	0.148906	250.000000
93	-13.833405	0.174018	250.000000
94	-14.173994	0.158119	200.000000
95	-12.131015	0.199925	300.000000
96	-11.777008	0.184731	550.000000
97	-11.983366	0.185818	400.000000
98	-11.846071	0.191620	450.000000
99	-11.498937	0.203608	450.000000
100	-12.260727	0.193254	300.000000
101	-11.859692	0.207755	300.000000
102	-11.735250	0.217916	200.000000
103	-12.400969	0.204151	200.000000
104	-13.204127	0.186385	200.000000
105	-13.081538	0.191649	250.000000
106	-13.079062	0.190578	200.000000
107	-12.957644	0.197884	200.000000
108	-12.389376	0.208031	200.000000
109	-13.036489	0.187496	200.000000
110	-13.983733	0.175016	200.000000
111	-16.213058	0.138034	200.000000
112	-20.756483	0.077755	150.000000
113	-26.721422	0.036057	200.000000
114	-28.571234	0.030286	500.000000
115	-31.951475	0.019323	1100.000000
116	-30.037643	0.026915	700.000000
117	-29.874998	0.025981	750.000000
118	-27.359161	0.032679	1550.000000
119	-31.556204	0.021811	1650.000000
120	-22.320377	0.064716	500.000000
121	-11.590695	0.161683	550.000000
122	-10.636157	0.228050	450.000000
123	-11.091433	0.234417	400.000000
124	-11.250201	0.222973	400.000000
125	-11.667042	0.209377	500.000000
126	-11.898458	0.200446	400.000000
127	-11.936036	0.199310	400.000000
128	-12.129000	0.193159	400.000000
129	-12.028109	0.190205	450.000000
130	-11.699092	0.205269	300.000000
131	-11.820596	0.201919	200.000000
132	-13.476222	0.174127	200.000000
133	-12.655137	0.195742	200.000000
134	-13.125871	0.189738	250.000000
135	-13.084128	0.189627	200.000000
136	-13.635441	0.161352	250.000000
137	-11.819970	0.219442	200.000000
138	-11.433175	0.230588	250.000000
139	-11.151943	0.218091	200.000000
140	-11.239256	0.218348	350.000000
141	-10.595140	0.226717	400.000000
142	-11.886315	0.198934	550.000000
143	-10.326729	0.254286	250.000000
144	-10.642462	0.235168	500.000000
145	-11.188381	0.227928	500.000000
146	-13.109271	0.178744	450.000000
147	-13.848991	0.176147	300.000000
148	-13.974720	0.175288	350.000000
149	-13.467931	0.190042	350.000000
150	-13.916034	0.185105	400.000000
151	-14.487992	0.172496	400.000000
152	-17.088369	0.126529	400.000000
153	-22.030510	0.069460	450.000000
154	-31.138031	0.021679	400.000000
155	-32.034943	0.021284	500.000000
156	-31.691240	0.021635	450.000000
157	-32.428162	0.019099	350.000000
158	-32.403709	0.019331	650.000000
159	-28.807198	0.031250	350.000000
160	-27.753374	0.032012	350.000000
161	-27.811935	0.032828	400.000000
162	-26.463667	0.039728	400.000000
163	-24.363678	0.048053	500.000000
164	-23.711714	0.054521	450.000000
165	-24.008598	0.048721	600.000000
166	-22.364103	0.064392	400.000000
167	-27.129396	0.036276	600.000000
168	-28.067778	0.031398	400.000000
169	-33.459961	0.018415	500.000000
170	-29.801115	0.025007	450.000000
171	-28.624865	0.031184	400.000000
172	-28.246962	0.033846	400.000000
173	-26.946739	0.035805	400.000000
174	-23.610891	0.051314	500.000000
175	-22.132479	0.064954	650.000000
176	-25.384542	0.042277	750.000000
177	-24.725319	0.046307	450.000000
